주유소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,위도,경도,상표구분명,대표자명,총직원수,데이터기준일자,제공기관코드,제공기관명
은행주유소,충청북도,진천군,충청북도 진천군 진천읍 문화로 11,충청북도 진천군 진천읍 신정리 639,043-537-5188,36.8496891,127.4468983,S-Oil,,,2024-08-02,4450000,충청북도 진천군
신덕산주유소,충청북도,진천군,충청북도 진천군 덕산읍 용몽1길 29,충청북도 진천군 덕산읍 용몽리 615,043-537-4271,36.91074005,127.510642,SK,,,2024-08-02,4450000,충청북도 진천군
㈜이안스타에너지,충청북도,진천군,충청북도 진천군 문백면 생거진천로 747,충청북도 진천군 문백면 태락리 100-14,043-532-5145,36.81343291,127.432538,S-Oil,,,2024-08-02,4450000,충청북도 진천군
미래주유소,충청북도,진천군,충청북도 진천군 문백면 원덕로 115,충청북도 진천군 문백면 문덕리 296,043-533-3400,36.83796787,127.4416458,SK,,,2024-08-02,4450000,충청북도 진천군
미호주유소,충청북도,진천군,충청북도 진천군 초평면 초평로 1145,충청북도 진천군 초평면 화산리 539,043-534-0211,36.80507399,127.5178546,현대,,,2024-08-02,4450000,충청북도 진천군
은행가득 주유소,충청북도,진천군,충청북도 진천군 진천읍 원덕로 401,충청북도 진천군 진천읍 성석리 694,043-535-2666,36.86205419,127.450511,S-Oil,,,2024-08-02,4450000,충청북도 진천군
진천IC혁신주유소,충청북도,진천군,충청북도 진천군 덕산읍 덕금로 621,충청북도 진천군 덕산읍 합목리 149-1,043-535-5189,36.90140833,127.4952464,S-Oil,,,2024-08-02,4450000,충청북도 진천군
동호주유소,충청북도,진천군,충청북도 진천군 이월면 생거진천로 1963,충청북도 진천군 이월면 신월리 928-5,043-532-6900,36.91896259,127.4482751,SK,,,2024-08-02,4450000,충청북도 진천군
(주)신진에너지 남북주유소,충청북도,진천군,충청북도 진천군 이월면 생거진천로 2001,충청북도 진천군 이월면 신월리 948,043-537-5145,36.92187663,127.4485095,현대,,,2024-08-02,4450000,충청북도 진천군
(주)고속에너지 조은에너지,충청북도,진천군,충청북도 진천군 진천읍 원덕로 332,충청북도 진천군 진천읍 읍내리 31-14,043-533-5188,36.85585784,127.4495712,현대,,,2024-08-02,4450000,충청북도 진천군
장관주유소,충청북도,진천군,충청북도 진천군 진천읍 생거진천로 1459,충청북도 진천군 진천읍 장관리 391-7,043-537-3361,36.87710133,127.435072,GS,,,2024-08-02,4450000,충청북도 진천군
다올주유소,충청북도,진천군,충청북도 진천군 문백면 생거진천로 742,충청북도 진천군 문백면 태락리 114-3,043-532-5353,36.81344831,127.433628,S-Oil,,,2024-08-02,4450000,충청북도 진천군
동양주유소,충청북도,진천군,충청북도 진천군 이월면 생거진천로 1491,충청북도 진천군 이월면 사곡리 609-3,043-532-7741,36.87932848,127.4358063,S-Oil,,,2024-08-02,4450000,충청북도 진천군
옥동주유소,충청북도,진천군,충청북도 진천군 덕산읍 진성로 503,충청북도 진천군 덕산읍 옥동리 161-1,043-532-9020,36.89558032,127.5151549,SK,,,2024-08-02,4450000,충청북도 진천군
북진천주유소,충청북도,진천군,충청북도 진천군 광혜원면 생거진천로 2454,충청북도 진천군 광혜원면 금곡리 209-1,043-535-5875,36.96403058,127.4416324,S-Oil,,,2024-08-02,4450000,충청북도 진천군
금곡셀프주유소,충청북도,진천군,충청북도 진천군 광혜원면 생거진천로 2377,충청북도 진천군 광혜원면 금곡리 334,043-534-5184,36.95532601,127.4428751,현대,,,2024-08-02,4450000,충청북도 진천군
진천하이셀프주유소,충청북도,진천군,충청북도 진천군 진천읍 진광로 90,충청북도 진천군 진천읍 성석리 478-1,043-536-2254,36.87243274,127.4419865,SK,,,2024-08-02,4450000,충청북도 진천군
드림주유소,충청북도,진천군,충청북도 진천군 광혜원면 생거진천로 2650,충청북도 진천군 광혜원면 회죽리 8-11,043-532-0311,36.97914118,127.4353989,현대,,,2024-08-02,4450000,충청북도 진천군
(주)성진티엘에스주유소,충청북도,진천군,충청북도 진천군 덕산읍 진성로 554,충청북도 진천군 덕산읍 옥동리 113-2,043-536-0023,36.89856518,127.5215363,현대,,,2024-08-02,4450000,충청북도 진천군
대박주유소,충청북도,진천군,충청북도 진천군 진천읍 진성로 15,충청북도 진천군 진천읍 가산리 250-3,043-533-5185,36.87472968,127.4725142,현대,,,2024-08-02,4450000,충청북도 진천군
㈜굿오일,충청북도,진천군,충청북도 진천군 문백면 생거진천로 280-1,충청북도 진천군 문백면 봉죽리 591-62,043-535-5150,36.77277835,127.4406082,현대,,,2024-08-02,4450000,충청북도 진천군
씨제이대한통운(주) 박물관주유소,충청북도,진천군,충청북도 진천군 진천읍 생거진천로 1399,충청북도 진천군 진천읍 장관리 357-9,043-534-4444,36.87087784,127.4326385,SK,,,2024-08-02,4450000,충청북도 진천군
덕산농협주유소,충청북도,진천군,충청북도 진천군 덕산읍 용몽로 6-6,충청북도 진천군 덕산읍 용몽리 577-10,043-536-4384,36.90951467,127.5083922,기타,,,2024-08-02,4450000,충청북도 진천군
주식회사 진천현대주유소,충청북도,진천군,충청북도 진천군 덕산읍 이덕로 603,충청북도 진천군 덕산읍 신척리 899,043-533-5182,36.91519203,127.485626,현대,,,2024-08-02,4450000,충청북도 진천군
주식회사 삼정석유,충청북도,진천군,충청북도 진천군 초평면 은암산단로 246,충청북도 진천군 초평면 은암리 500,043-836-5251,36.79292211,127.5306075,GS,,,2024-08-02,4450000,충청북도 진천군
㈜구도일 북진천지점,충청북도,진천군,충청북도 진천군 광혜원면 생거진천로 2475,충청북도 진천군 광혜원면 금곡리 173-3,043-535-6098,36.96436734,127.4405955,S-Oil,,,2024-08-02,4450000,충청북도 진천군
안의농협주유소,경상남도,함양군,경상남도 함양군 안의면 광풍로 82-6,경상남도 함양군 안의면 이전리 271-8,055-964-0691,35.6246455,127.8082352,기타,안의농협조합조합장,,2024-08-05,5460000,경상남도 함양군
(주)은장 지곡주유소,경상남도,함양군,경상남도 함양군 지곡면 함양로 1750,경상남도 함양군 지곡면 공배리 8-9,055-964-0113,35.5554699353,127.7694135216,SK,정수영,,2024-08-05,5460000,경상남도 함양군
지곡농협주유소,경상남도,함양군,경상남도 함양군 지곡면 지곡창촌길 14,경상남도 함양군 지곡면 창평리 536,055-964-6400,35.5649552,127.7759516690,기타,노병국,,2024-08-05,5460000,경상남도 함양군
백천주유소,경상남도,함양군,경상남도 함양군 함양읍 고운로 453,경상남도 함양군 함양읍 백천리 1105-4,055-963-2660,35.5260027,127.7674651,현대,김정희,,2024-08-05,5460000,경상남도 함양군
유한회사 물레방아주유소,경상남도,함양군,경상남도 함양군 함양읍 한들로 92,경상남도 함양군 함양읍 용평리 570-5,055-963-9999,35.515383,127.7301159,SK,이정조,,2024-08-05,5460000,경상남도 함양군
함양(통영)주유소,경상남도,함양군,경상남도 함양군 지곡면 효산길 23-31,경상남도 함양군 지곡면 보산리 285-5,055-963-8762,35.5505051,127.7592796,알뜰,김대원,,2024-08-05,5460000,경상남도 함양군
함양(하남)주유소,경상남도,함양군,경상남도 함양군 지곡면 효산길 23-11,경상남도 함양군 지곡면 보산리 278-6,055-964-1041,35.5520638,127.7597512339,알뜰,김대원,,2024-08-05,5460000,경상남도 함양군
휴천주유소,경상남도,함양군,경상남도 함양군 휴천면 천왕봉로 2445,경상남도 함양군 휴천면 남호리 267-1,055-963-8977,35.4397233835,127.7667605729,현대,박동열,,2024-08-05,5460000,경상남도 함양군
대왕주유소,경상남도,함양군,경상남도 함양군 함양읍 함양로 561,경상남도 함양군 함양읍 구룡리 721-1,055-963-9377,35.482582,127.6904650024,S-Oil,전병오,,2024-08-05,5460000,경상남도 함양군
추성주유소(휴업),경상남도,함양군,경상남도 함양군 마천면 천왕봉로 1406,경상남도 함양군 마천면 의탄리 913,055-964-0417,35.405868,127.6862793,SK,이근동,,2024-08-05,5460000,경상남도 함양군
동산주유소,경상남도,함양군,경상남도 함양군 함양읍 고운로 570,경상남도 함양군 함양읍 백천리 909-5,055-964-2221,35.5229828,127.7778297565,알뜰,김상길,,2024-08-05,5460000,경상남도 함양군
주식회사 알뜰함양주유소,경상남도,함양군,경상남도 함양군 함양읍 함양로 804,경상남도 함양군 함양읍 난평리 329-3,055-963-2100,35.4952879851,127.7088544735,알뜰,김영섭,,2024-08-05,5460000,경상남도 함양군
매일주유소(휴업),경상남도,함양군,경상남도 함양군 수동면 거함대로 526,경상남도 함양군 수동면 원평리 462-3,055-963-6964,35.5358523,127.7841903,SK,이수현,,2024-08-05,5460000,경상남도 함양군
경호주유소,경상남도,함양군,경상남도 함양군 서하면 육십령로 2005,경상남도 함양군 서하면 송계리 1361-2,055-963-0555,35.6544112929,127.6905779,GS,최성민,,2024-08-05,5460000,경상남도 함양군
농월정주유소,경상남도,함양군,경상남도 함양군 안의면 육십령로 3145,경상남도 함양군 안의면 월림리 862,055-962-0707,35.6263262,127.7846755,SK,탁정준,,2024-08-05,5460000,경상남도 함양군
백운주유소,경상남도,함양군,경상남도 함양군 병곡면 함양남서로 1932,경상남도 함양군 병곡면 옥계리 961-2,055-963-8493,35.5336467814,127.6650937,S-Oil,이미자,,2024-08-05,5460000,경상남도 함양군
개봉주유소,경상남도,함양군,경상남도 함양군 지곡면 함양로 1808,경상남도 함양군 지곡면 개평리 361-1,055-962-4521,35.5598742,127.7725651,S-Oil,김종민,,2024-08-05,5460000,경상남도 함양군
본통주유소,경상남도,함양군,경상남도 함양군 수동면 거함대로 136-23,경상남도 함양군 수동면 화산리 294-1,055-963-7697,35.5111269,127.8123471,GS,이금숙,,2024-08-05,5460000,경상남도 함양군
고운주유소(휴업),경상남도,함양군,경상남도 함양군 함양읍 고운로 226,경상남도 함양군 함양읍 신관리 326,055-963-8081,35.5220476082,127.7464395192,S-Oil,이주연,,2024-08-05,5460000,경상남도 함양군
함양농협유림주유소,경상남도,함양군,경상남도 함양군 유림면 화촌장항로 1,경상남도 함양군 유림면 화촌리 277-1,055-963-7997,35.4656411,127.7923029194,기타,강선욱,,2024-08-05,5460000,경상남도 함양군
마천주유소,경상남도,함양군,경상남도 함양군 마천면 군자길 19,경상남도 함양군 마천면 군자리 51-3,055-962-5072,35.3966233178,127.6596877897,SK,김태수,,2024-08-05,5460000,경상남도 함양군
(주)솔밭주유소(휴업),경상남도,함양군,경상남도 함양군 수동면 거함대로 1133,경상남도 함양군 수동면 내백리 691-3,055-964-5553,35.5883952297,127.7927426491,S-Oil,황재광,,2024-08-05,5460000,경상남도 함양군
함양I.C 주유소,경상남도,함양군,경상남도 함양군 함양읍 고운로 341,경상남도 함양군 함양읍 백천리 1596,055-964-9933,35.5264525419,127.7570218420,S-Oil,이창형,,2024-08-05,5460000,경상남도 함양군
지리산새마을금고 주유소,경상남도,함양군,경상남도 함양군 함양읍 고운로 104,경상남도 함양군 함양읍 용평리 679-5,055-963-5260,35.5212777191,127.7328169337,GS,지리산새마을금고 이사장,,2024-08-05,5460000,경상남도 함양군
금호주유소,경상남도,함양군,경상남도 함양군 안의면 광풍로 179,경상남도 함양군 안의면 금천리 14-3,055-962-0033,35.6311253099,127.8158836439,SK,김민규,,2024-08-05,5460000,경상남도 함양군
주식회사 서부,경상남도,함양군,경상남도 함양군 함양읍 함양로 1038,경상남도 함양군 함양읍 백연리 187,055-964-2348,35.5124874,127.7226440213,SK,정인규,,2024-08-05,5460000,경상남도 함양군
덕유관광주유소,경상남도,함양군,경상남도 함양군 서상면 서상로 269,경상남도 함양군 서상면 도천리 1002-5,055-963-0028,35.6800867,127.6874276856,SK,서정기,,2024-08-05,5460000,경상남도 함양군
호남주유소,경상남도,함양군,경상남도 함양군 함양읍 함양로 1175,경상남도 함양군 함양읍 교산리 974-3,055-963-1188,35.5238135389,127.7281930548,SK,오재명,,2024-08-05,5460000,경상남도 함양군
남척주유소,경상남도,함양군,경상남도 함양군 함양읍 고운로 94,경상남도 함양군 함양읍 용평리 683-5,055-963-2325,35.5210674111,127.731623,SK,송정순,,2024-08-05,5460000,경상남도 함양군
지리산 마천농협 클린주유소,경상남도,함양군,경상남도 함양군 마천면 천왕봉로 1178,경상남도 함양군 마천면 가흥리 586-3,055-962-5155,35.3974406972,127.6664226031,기타,조원래,,2024-08-05,5460000,경상남도 함양군
호산주유소,경상남도,함양군,경상남도 함양군 휴천면 목현옥매로 221,경상남도 함양군 휴천면 호산리 684-5,055-972-5605,35.4980290071,127.7575413119,SK,조동심,,2024-08-05,5460000,경상남도 함양군
(주)디시에너지,부산광역시,서구,부산광역시 서구 보수대로 220 (동대신동3가),부산광역시 서구 동대신동3가 396,051-243-0444,35.11461502,129.0197567,현대,조도운,,2024-08-02,3260000,부산광역시 서구
피치스주유소 빙고점,부산광역시,서구,부산광역시 서구 충무대로 240 (남부민동),부산광역시 서구 남부민동 689,051-256-1070,35.09213003,129.0243817,S-Oil,여인택,,2024-08-02,3260000,부산광역시 서구
남항대교주유소,부산광역시,서구,부산광역시 서구 충무대로 108 (암남동),부산광역시 서구 암남동 95-9,051-231-5145,35.08061768,129.0238818,SK,정호철,,2024-08-02,3260000,부산광역시 서구
(주)디시에너지 대신지점,부산광역시,서구,부산광역시 서구 대영로 91 (동대신동2가),부산광역시 서구 동대신동2가 206-8,051-242-8144,35.11145955,129.0210121,현대,조도운,,2024-08-02,3260000,부산광역시 서구
(주)한국페트로스타2주유소,부산광역시,서구,부산광역시 서구 원양로 260 (암남동),부산광역시 서구 암남동 645-28,051-243-6661,35.07427626,129.0065064,SK,신승훈,,2024-08-02,3260000,부산광역시 서구
고려주유소 대신점,부산광역시,서구,부산광역시 서구 대영로 88 (동대신동1가),부산광역시 서구 동대신동1가 107,051-255-1667,35.11088562,129.0207804,S-Oil,조건회,,2024-08-02,3260000,부산광역시 서구
동방석유(주)직영 모든주유소,부산광역시,서구,부산광역시 서구 감천로 227 (암남동),부산광역시 서구 암남동 10-4,051-244-5151,35.08227183,129.0127785,SK,박현병,,2024-08-02,3260000,부산광역시 서구
남부주유소,부산광역시,서구,부산광역시 서구 충무대로 150 (남부민동),부산광역시 서구 남부민동 523-42,051-255-9528,35.0839365,129.0252777,GS,문덕일,,2024-08-02,3260000,부산광역시 서구
지에스칼텍스(주)대성주유소,부산광역시,서구,부산광역시 서구 충무대로 126 (남부민동),부산광역시 서구 남부민동 523-55,051-257-2601,35.08145615,129.0253646,GS,허세홍,,2024-08-02,3260000,부산광역시 서구
(주)부영에너지 신일주유소,부산광역시,서구,부산광역시 서구 구덕로 273 (서대신동1가),부산광역시 서구 서대신동1가 1,051-256-3929,35.1085601,129.0187457,SK,하경림,,2024-08-02,3260000,부산광역시 서구
남원농협사매지점주유소,전북특별자치도,남원시,"전북특별자치도 남원시 사매면 덕오로 84, 농협하나로마트,사매면농협",,063-620-1940,35.49745366,127.3595765,기타,박기열,,2024-08-06,4701000,전북특별자치도 남원시
춘향(순천방향)주유소,전북특별자치도,남원시,전북특별자치도 남원시 수지면 순천완주고속도로 49,,063-633-0377,35.33746668,127.3512363092,기타,장재혁,,2024-08-06,4701000,전북특별자치도 남원시
춘향(완주방향)주유소,전북특별자치도,남원시,전북특별자치도 남원시 수지면 순천완주고속도로 50,,063-630-2207,35.3370352876,127.3538570694,기타,장재혁,,2024-08-06,4701000,전북특별자치도 남원시
지리산농협아영지점주유소,전북특별자치도,남원시,전북특별자치도 남원시 아영면 아백로 371-1,,063-630-0456,35.5078252012,127.6118452602,기타,정대환,,2024-08-06,4701000,전북특별자치도 남원시
남원농협 대산지점,전북특별자치도,남원시,"전북특별자치도 남원시 대산면 운교2길 28, 농협",,063-620-2880,35.4310433,127.3253549,기타,박기열,,2024-08-06,4701000,전북특별자치도 남원시
운봉농협주유소,전북특별자치도,남원시,전북특별자치도 남원시 운봉읍 운성로 26,,063-634-0100,35.43621942,127.5297857,기타,오용담,,2024-08-06,4701000,전북특별자치도 남원시
남원농협주유소고죽지점,전북특별자치도,남원시,전북특별자치도 남원시 요천로 1844 (고죽동),,063-620-8770,35.42654398,127.4114557,기타,박기열,,2024-08-06,4701000,전북특별자치도 남원시
남원농협 보절지점주유소,전북특별자치도,남원시,,전북특별자치도 남원시 보절면 신파리 855-15,063-620-1988,35.51395365,127.3997269065,기타,박기열,,2024-08-06,4701000,전북특별자치도 남원시
지리산IC주유소,전북특별자치도,남원시,전북특별자치도 남원시 인월면 인월장터로 147,,063-636-5104,35.47186493,127.5959676,현대,김재선,,2024-08-06,4701000,전북특별자치도 남원시
동양산업(주)직영 일광주유소,경기도,부천시,경기도 부천시 원미구 길주로 442 (춘의동),,,37.50406886,126.7915195,GS,,,2024-08-06,3860000,경기도 부천시
남원새마을금고주유소,전북특별자치도,남원시,"전북특별자치도 남원시 서문로 56, 외 3필지동 (금동)",,063-633-7601,35.40643587,127.3723514,S-Oil,우기만,,2024-08-06,4701000,전북특별자치도 남원시
서남원IC셀프주유소,전북특별자치도,남원시,전북특별자치도 남원시 송동면 주송길 25,,063-633-7601,35.37093165,127.3387743,SK,김미선,,2024-08-06,4701000,전북특별자치도 남원시
교룡주유소,전북특별자치도,남원시,전북특별자치도 남원시 유천길 24 (향교동),,063-626-8281,35.41521031,127.3765998,SK,서소연,,2024-08-06,4701000,전북특별자치도 남원시
대통령주유소,전북특별자치도,남원시,전북특별자치도 남원시 춘향로 266 (용정동),,063-633-1231,35.43254845,127.3792199,기타,김재환,,2024-08-06,4701000,전북특별자치도 남원시
하나에너지 사우디아라비아주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로 1754 (월락동),,063-633-5189,35.42002591,127.4057108,SK,임홍철,,2024-08-06,4701000,전북특별자치도 남원시
천사들주유소,전북특별자치도,남원시,전북특별자치도 남원시 이백면 산업로 3272,,063-625-5189,35.4169460429,127.4171973,S-Oil,김용만,,2024-08-06,4701000,전북특별자치도 남원시
노적봉주유소,전북특별자치도,남원시,전북특별자치도 남원시 사매면 춘향로 999,,063-631-1192,35.4930938,127.355015,기타,장만식,,2024-08-06,4701000,전북특별자치도 남원시
비석거리주유소,전북특별자치도,남원시,전북특별자치도 남원시 충정로 84 (동충동),,063-631-8045,35.41373587,127.3843958,SK,김회인,,2024-08-06,4701000,전북특별자치도 남원시
부영주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로 1780 (월락동),,063-631-2021,35.42197289,127.4075466,GS,김영순,,2024-08-06,4701000,전북특별자치도 남원시
우리주유소,전북특별자치도,남원시,전북특별자치도 남원시 충정로 249 (월락동),,063-635-5200,35.4245497,127.3963612,SK,양해춘,,2024-08-06,4701000,전북특별자치도 남원시
대성주유소,전북특별자치도,남원시,전북특별자치도 남원시 운봉읍 황산로 1055 (13번지),,063-634-0109,35.43732113,127.527984,GS,강정자,,2024-08-06,4701000,전북특별자치도 남원시
지리산농협주유소,전북특별자치도,남원시,전북특별자치도 남원시 인월면 천왕봉로 45,,063-636-5904,35.46157658,127.6058575,GS,정대환,,2024-08-06,4701000,전북특별자치도 남원시
남원 함창주유소,전북특별자치도,남원시,전북특별자치도 남원시 주천면 산업로 2775,,063-541-0050,35.37829153,127.4358977,현대,황보희경,,2024-08-06,4701000,전북특별자치도 남원시
지리산주유소,전북특별자치도,남원시,전북특별자치도 남원시 산내면 천왕봉로 591,,063-636-3030,35.42779902,127.6221224,현대,정우용,,2024-08-06,4701000,전북특별자치도 남원시
광한루주유소,전북특별자치도,남원시,전북특별자치도 남원시 춘향로 152 (용정동),,063-632-4991,35.42649188,127.3882195,SK,이창재,,2024-08-06,4701000,전북특별자치도 남원시
노암주유소,전북특별자치도,남원시,전북특별자치도 남원시 노송로 1252 (노암동),,063-625-9700,35.39537891,127.3781942,SK,김남희,,2024-08-06,4701000,전북특별자치도 남원시
춘향골농협 대강지점,전북특별자치도,남원시,전북특별자치도 남원시 대강면 섬진로 812,,063-626-4227,35.34269477,127.2295977,기타,김영규,,2024-08-06,4701000,전북특별자치도 남원시
왕정주유소,전북특별자치도,남원시,전북특별자치도 남원시 남문로 359 (왕정동),,063-625-3841,35.40701341,127.3707395,GS,최남윤,,2024-08-06,4701000,전북특별자치도 남원시
월락현대주유소,전북특별자치도,남원시,전북특별자치도 남원시 낙현안길 4 (월락동),,063-631-5155,35.42338219,127.408186,SK,서선림,,2024-08-06,4701000,전북특별자치도 남원시
흥부주유소,전북특별자치도,남원시,전북특별자치도 남원시 아영면 아백로 346,,063-625-5145,35.5055833,127.6117174,SK,김종열,,2024-08-06,4701000,전북특별자치도 남원시
로얄주유소,전북특별자치도,남원시,전북특별자치도 남원시 원천로 45 (신촌동),,063-633-2835,35.40952546,127.3967483,현대,김상의,,2024-08-06,4701000,전북특별자치도 남원시
오성주유소,전북특별자치도,남원시,전북특별자치도 남원시 춘향로 370 (광치동),,063-632-9840,35.44136559,127.3760242,SK,최영자,,2024-08-06,4701000,전북특별자치도 남원시
중앙주유소,전북특별자치도,남원시,전북특별자치도 남원시 보절면 보산로 528,,063-634-4588,35.47960972,127.4025077,GS,서소연,,2024-08-06,4701000,전북특별자치도 남원시
요천주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로 2226 (식정동),,063-635-2700,35.45431812,127.432725,현대,손경석,,2024-08-06,4701000,전북특별자치도 남원시
남원농협서부주유소,전북특별자치도,남원시,전북특별자치도 남원시 주생면 남문로 202,,063-620-8791,35.40429216,127.3538058,GS,박기열,,2024-08-06,4701000,전북특별자치도 남원시
선경주유소,전북특별자치도,남원시,전북특별자치도 남원시 덕과면 덕오로 245,,063-626-5111,35.51066884,127.3580717,SK,백우천,,2024-08-06,4701000,전북특별자치도 남원시
비룡주유소,전북특별자치도,남원시,전북특별자치도 남원시 주생면 요천로 974,,063-631-8433,35.38643945,127.3345424,GS,김형수,,2024-08-06,4701000,전북특별자치도 남원시
은하수주유소,전북특별자치도,남원시,전북특별자치도 남원시 춘향로 214 (용정동),,063-636-2525,35.42924245,127.3831548,SK,송진오,,2024-08-06,4701000,전북특별자치도 남원시
용담주유소,전북특별자치도,남원시,전북특별자치도 남원시 주천면 원천로 168-14,,063-626-5188,35.40797347,127.4110729,알뜰,김현준,,2024-08-06,4701000,전북특별자치도 남원시
춘향골농협주유소,전북특별자치도,남원시,전북특별자치도 남원시 금지면 요천로 266,,063-631-7800,35.33337679,127.299788,현대,김영규,,2024-08-06,4701000,전북특별자치도 남원시
오리정주유소,전북특별자치도,남원시,전북특별자치도 남원시 사매면 춘향로 824,,063-634-8784,35.48035233,127.3642851,GS,정대용,,2024-08-06,4701000,전북특별자치도 남원시
운봉주유소,전북특별자치도,남원시,전북특별자치도 남원시 운봉읍 황산로 1026,,063-634-7117,35.43700347,127.5250080659,SK,하경태,,2024-08-06,4701000,전북특별자치도 남원시
쌍용주유소,전북특별자치도,남원시,전북특별자치도 남원시 아영면 인월장터로 241,,063-636-5181,35.47955601,127.5912568,알뜰,최숙아,,2024-08-06,4701000,전북특별자치도 남원시
아성주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로 1931 (고죽동),,063-626-0333,35.43376952,127.414432,SK,김종오,,2024-08-06,4701000,전북특별자치도 남원시
지리산 산내주유소,전북특별자치도,남원시,전북특별자치도 남원시 산내면 천왕봉로 525,,063-636-3335,35.43096372,127.616634,SK,김유봉,,2024-08-06,4701000,전북특별자치도 남원시
박물관주유소,전북특별자치도,남원시,전북특별자치도 남원시 주천면 웅치윗길 136,,063-626-5050,35.36931436,127.4360591,현대,류성우,,2024-08-06,4701000,전북특별자치도 남원시
제일주유소,전북특별자치도,남원시,전북특별자치도 남원시 주생면 요천로 715,,063-631-8045,35.37249086,127.3128333,SK,김경호,,2024-08-06,4701000,전북특별자치도 남원시
대림석유(주) 솔밭주유소,전북특별자치도,남원시,전북특별자치도 남원시 덕과면 덕오로 386,,063-625-5751,35.51908582,127.3459543,현대,김정태,,2024-08-06,4701000,전북특별자치도 남원시
서남주유소,전북특별자치도,남원시,전북특별자치도 남원시 춘향로 300 (용정동),,063-635-6114,35.43546498,127.3784486,GS,이명희,,2024-08-06,4701000,전북특별자치도 남원시
암행어사주유소,전북특별자치도,남원시,전북특별자치도 남원시 사매면 춘향로 735,,063-634-8683,35.47223992,127.3660016,기타,임홍철,,2024-08-06,4701000,전북특별자치도 남원시
현대주유소,전북특별자치도,남원시,전북특별자치도 남원시 주천면 원천로 404,,063-626-5888,35.39890154,127.4329143,현대,김창용,,2024-08-06,4701000,전북특별자치도 남원시
하나에너지 아메리카노주유소,전북특별자치도,남원시,전북특별자치도 남원시 동림로 82 (향교동),,063-625-2577,35.41566593,127.3863852,SK,송지애,,2024-08-06,4701000,전북특별자치도 남원시
지리산주유소,전북특별자치도,남원시,전북특별자치도 남원시 춘향로 95 (향교동),,063-625-3311,35.42318325,127.3916913,GS,소재풍,,2024-08-06,4701000,전북특별자치도 남원시
한일주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로 1387 (조산동),,063-625-4075,35.39958608,127.3742428,GS,오향자,,2024-08-06,4701000,전북특별자치도 남원시
대보유통(주)지리산(옥포)주유소,전북특별자치도,남원시,전북특별자치도 남원시 아영면 광주대구고속도로 76-1,,063-636-2721,35.48059532,127.5661258,기타,김진경,,2024-08-06,4701000,전북특별자치도 남원시
대보유통(주)지리산(고서)주유소,전북특별자치도,남원시,전북특별자치도 남원시 아영면 광주대구고속도로 75-1,,063-636-2722,35.48298194,127.565551,기타,김진경,,2024-08-06,4701000,전북특별자치도 남원시
SK셀프남부주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로 1325 (조산동),,063-625-2132,35.39758234,127.3685228,SK,양덕규,,2024-08-06,4701000,전북특별자치도 남원시
인월주유소,전북특별자치도,남원시,전북특별자치도 남원시 인월면 인월로 85,,063-636-2035,35.46178806,127.6043691,SK,김일수,,2024-08-06,4701000,전북특별자치도 남원시
(주)디오티디 부천범블비주유소,경기도,부천시,경기도 부천시 소사구 양지로 115 (옥길동),,,37.47223749,126.8156671270,S-Oil,,,2024-08-06,3860000,경기도 부천시
역곡WASH,경기도,부천시,"경기도 부천시 원미구 부일로 829, 역곡셀프주유소 (역곡동)",,,37.49089316,126.819736,S-Oil,,,2024-08-06,3860000,경기도 부천시
지에스칼텍스(주)옥길주유소,경기도,부천시,경기도 부천시 소사구 옥길로 6 (옥길동),,,37.46048752,126.814028,GS,,,2024-08-06,3860000,경기도 부천시
(주)옥길충전소 현대주유소지점,경기도,부천시,경기도 부천시 소사구 옥길로 143 (옥길동),,,37.4694759080,126.8234005017,현대,,,2024-08-06,3860000,경기도 부천시
벌말주유소,경기도,부천시,경기도 부천시 오정구 벌말로 78 (대장동),,,37.53867165,126.7633419,SK,,,2024-08-06,3860000,경기도 부천시
지에스칼텍스(주)여월신도시주유소,경기도,부천시,경기도 부천시 오정구 여월로 112 (작동),,,37.51247464,126.8114022,GS,,,2024-08-06,3860000,경기도 부천시
씨앤에스유통(주)서해상동주유소,경기도,부천시,경기도 부천시 원미구 송내대로 389 (상동),,,37.51796088,126.7605315,S-Oil,,,2024-08-06,3860000,경기도 부천시
은행나무주유소,경기도,부천시,경기도 부천시 오정구 길주로 571 (여월동),,,37.50724143,126.805746,현대,,,2024-08-06,3860000,경기도 부천시
고객행복주유소,경기도,부천시,"경기도 부천시 오정구 소사로 584, 여월주유소 (여월동)",,,37.5095281710,126.7986583,S-Oil,,,2024-08-06,3860000,경기도 부천시
해동주유소,경기도,부천시,경기도 부천시 오정구 소사로 627 (여월동),,,37.51309945,126.8001681,GS,,,2024-08-06,3860000,경기도 부천시
한도석유(주) 한도주유소,경기도,부천시,경기도 부천시 오정구 봉오대로 560 (고강동),,,37.53877688,126.8218136,SK,,,2024-08-06,3860000,경기도 부천시
주식회사 광역주유소고강,경기도,부천시,경기도 부천시 오정구 역곡로 560 (고강동),,,37.5347965355,126.8164546716,SK,,,2024-08-06,3860000,경기도 부천시
